index,carat,cut,color,clarity,depth,table,x,y,z
6537,0.43,Premium,F,VS2,59.8,58.0,4.94,4.89,2.94
6538,0.37,Good,F,VS2,63.3,56.0,4.56,4.63,2.91
6539,1.06,Premium,G,SI1,59.6,58.0,6.73,6.67,3.99
6540,1.07,Ideal,H,SI1,61.5,56.0,6.6,6.66,4.08
6541,0.33,Ideal,D,SI1,62.8,55.0,4.45,4.41,2.78
6542,0.9,Very Good,E,SI1,63.2,57.0,6.15,6.12,3.88
6543,0.76,Very Good,E,SI1,60.4,58.0,5.91,5.97,3.59
6544,1.05,Premium,G,SI2,61.7,56.0,6.57,6.53,4.04
6545,0.28,Premium,H,VVS1,59.9,62.0,4.28,4.23,2.55
6546,0.9,Ideal,G,VVS2,61.6,56.0,6.2,6.23,3.83
6547,0.34,Ideal,G,IF,61.9,54.0,4.49,4.46,2.77
6548,1.01,Good,D,SI2,65.1,57.0,6.27,6.32,4.1
6549,0.34,Premium,F,VS1,60.4,58.0,4.53,4.51,2.73
6550,0.32,Ideal,G,VS2,62.0,57.0,4.37,4.41,2.72
6551,0.41,Very Good,G,VS2,61.3,57.0,4.76,4.8,2.93
6552,0.37,Premium,G,VS2,61.2,57.0,4.63,4.59,2.82
6553,3.67,Premium,I,I1,62.4,56.0,9.86,9.81,6.13
6554,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73
6555,1.76,Ideal,H,SI1,62.2,56.0,7.73,7.7,4.8
6556,0.4,Ideal,H,VS2,62.4,56.0,4.69,4.73,2.94
6557,2.0,Premium,J,VS1,62.0,62.0,8.02,7.91,4.94
6558,0.64,Very Good,E,VS2,63.4,54.0,5.52,5.49,3.49
6559,1.01,Very Good,E,VVS2,63.3,55.0,6.41,6.36,4.04
6560,0.87,Ideal,H,VS2,61.7,57.0,6.14,6.09,3.77
6561,0.31,Ideal,G,IF,61.7,54.0,4.38,4.4,2.71
6562,1.12,Premium,H,VS1,62.1,58.0,6.6,6.64,4.11
6563,0.91,Very Good,J,VS2,61.9,59.0,6.11,6.16,3.8
6564,0.46,Fair,D,VS1,67.3,61.0,4.81,4.71,3.21
6565,1.22,Ideal,H,SI2,61.7,56.0,6.87,6.93,4.26
6566,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89
6567,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2
6568,1.21,Ideal,G,VVS1,61.4,58.0,6.85,6.89,4.22
6569,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58
6570,0.31,Ideal,D,SI1,62.0,55.0,4.38,4.36,2.71
6571,1.01,Premium,I,SI2,61.1,58.0,6.5,6.46,3.96
6572,1.13,Premium,H,SI1,62.3,58.0,6.67,6.68,4.16
6573,0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74
6574,0.46,Very Good,D,VS2,60.9,58.0,4.94,4.97,3.02
6575,0.53,Ideal,H,VS2,62.5,56.0,5.19,5.15,3.23
6576,1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02
6577,1.01,Fair,F,VS2,64.8,56.0,6.3,6.25,4.07
6578,0.33,Ideal,E,SI1,61.6,55.0,4.47,4.49,2.76
6579,0.4,Premium,F,VS1,62.6,58.0,4.68,4.72,2.94
6580,0.41,Ideal,F,VS1,61.9,55.0,4.76,4.8,2.96
6581,1.01,Very Good,D,SI1,62.7,58.0,6.34,6.38,3.99
6582,0.32,Ideal,D,VVS1,61.9,56.0,4.36,4.39,2.71
6583,1.01,Very Good,G,SI1,63.4,58.0,6.29,6.4,4.02
6584,0.91,Premium,E,SI2,62.8,61.0,6.09,6.07,3.82
6585,0.8,Ideal,F,VS1,62.4,55.0,5.92,5.88,3.68
6586,1.53,Ideal,H,SI1,61.1,57.0,7.45,7.44,4.55
6587,0.9,Very Good,E,VS1,63.0,55.0,6.08,6.15,3.85
6588,0.9,Premium,I,VS2,61.2,62.0,6.19,6.13,3.77
6589,1.13,Very Good,G,SI1,63.1,58.0,6.65,6.59,4.18
6590,0.43,Good,G,SI1,63.6,55.0,4.79,4.83,3.06
6591,0.59,Very Good,E,VVS2,59.8,57.0,5.48,5.53,3.29
6592,0.54,Ideal,E,SI1,60.3,57.0,5.28,5.3,3.19
6593,1.25,Ideal,G,VVS2,62.0,59.0,6.88,6.96,4.29
6594,1.5,Fair,D,SI1,65.1,59.0,7.1,7.01,4.59
6595,1.35,Ideal,G,IF,62.2,57.0,7.07,7.11,4.41
6596,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47
6597,1.07,Ideal,I,SI1,61.5,57.0,6.57,6.59,4.05
6598,1.09,Ideal,F,VS2,60.9,54.0,6.73,6.66,4.08
6599,1.51,Good,J,VS2,64.0,58.0,7.27,7.24,4.64
6600,0.38,Ideal,E,VVS2,61.8,56.0,4.67,4.72,2.9
6601,0.71,Very Good,H,SI2,63.7,56.0,5.62,5.65,3.59
6602,0.33,Ideal,E,VS2,61.9,56.0,4.46,4.43,2.75
6603,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56
6604,0.55,Ideal,F,SI2,61.2,56.0,5.23,5.29,3.22
6605,0.7,Good,D,SI1,64.2,60.0,5.62,5.59,3.6
6606,0.82,Ideal,E,SI1,61.9,56.0,6.0,6.02,3.72
6607,2.66,Good,H,SI2,64.3,60.0,8.71,8.65,5.58
6608,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43
6609,0.74,Very Good,D,VS2,59.8,58.0,5.9,5.94,3.54
6610,0.28,Ideal,D,VS2,62.4,57.0,4.16,4.2,2.61
6611,0.6,Ideal,E,SI1,61.5,56.0,5.51,5.39,3.35
6612,1.37,Premium,G,SI2,62.4,58.0,7.1,7.0,4.4
6613,1.5,Premium,G,SI1,60.0,61.0,7.48,7.43,4.47
6614,1.02,Ideal,G,SI1,61.5,57.0,6.54,6.44,3.99
6615,1.77,Very Good,I,VS2,60.2,58.0,7.88,7.83,4.73
6616,1.24,Ideal,G,SI1,60.5,60.0,6.97,6.91,4.2
6617,0.66,Good,F,VS2,64.1,56.0,5.5,5.46,3.51
6618,0.36,Premium,F,SI1,61.1,59.0,4.62,4.58,2.81
6619,0.84,Premium,E,SI2,62.4,58.0,5.99,5.97,3.74
6620,2.51,Premium,J,SI1,59.6,60.0,8.84,8.79,5.25
6621,0.42,Ideal,D,VS2,61.4,56.0,4.8,4.84,2.96
6622,2.01,Ideal,I,SI1,62.5,57.0,8.08,8.01,5.03
6623,1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55
6624,0.3,Ideal,I,VVS1,61.9,57.0,4.35,4.31,2.68
6625,0.9,Fair,D,SI1,64.0,63.0,6.12,6.04,3.89
6626,0.33,Good,E,SI1,63.8,55.0,4.38,4.36,2.79
6627,0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67
6628,0.92,Good,D,SI1,63.6,57.0,6.14,6.09,3.89
6629,0.38,Very Good,F,VS1,58.7,63.0,4.75,4.79,2.8
6630,0.41,Very Good,D,SI2,63.1,54.0,4.75,4.72,2.99
6631,1.23,Very Good,H,SI1,62.5,56.0,6.79,6.82,4.25
6632,1.12,Ideal,F,VVS2,61.4,57.0,6.69,6.66,4.1
6633,0.53,Ideal,D,VS2,60.8,56.0,5.24,5.27,3.2
6634,1.01,Fair,E,VS2,65.3,59.0,6.15,6.1,4.0
6635,1.01,Very Good,G,VS2,62.9,54.0,6.35,6.4,4.0
6636,1.5,Fair,H,SI1,65.9,56.0,7.11,7.04,4.66
6637,0.91,Very Good,F,SI2,62.5,58.0,6.1,6.16,3.83
6638,1.04,Ideal,H,SI1,60.3,57.0,6.55,6.58,3.96
6639,2.01,Premium,F,SI2,60.3,60.0,8.11,8.08,4.88
6640,0.7,Ideal,H,VVS1,60.2,57.0,5.78,5.82,3.49
6641,1.21,Premium,F,VS1,61.6,59.0,6.84,6.77,4.19
6642,1.21,Very Good,F,VS2,63.3,58.0,6.73,6.67,4.24
6643,0.36,Ideal,E,SI1,60.9,57.0,4.58,4.62,2.8
6644,0.33,Very Good,G,VVS1,62.8,59.0,4.38,4.44,2.77
6645,0.84,Very Good,F,SI1,63.8,57.0,5.95,6.0,3.81
6646,0.52,Ideal,D,SI1,63.0,57.0,5.14,5.12,3.23
6647,0.57,Ideal,E,VVS2,61.9,54.3,5.31,5.33,3.29
6648,0.34,Ideal,E,VS1,61.0,57.0,4.49,4.52,2.75
6649,0.47,Very Good,G,SI1,62.8,56.0,4.96,4.93,3.11
6650,0.94,Very Good,F,SI2,62.4,58.0,6.17,6.23,3.87
6651,0.41,Good,G,SI2,63.4,58.0,4.7,4.73,2.99
6652,0.5,Very Good,E,VS2,62.9,55.0,5.07,5.11,3.2
6653,0.83,Ideal,F,SI1,62.0,55.0,6.03,6.07,3.75
6654,0.43,Ideal,F,VVS2,61.8,57.0,4.85,4.83,2.99
6655,0.56,Ideal,E,SI1,62.3,56.0,5.3,5.26,3.29
6656,2.29,Ideal,J,SI2,62.8,56.0,8.36,8.39,5.25
6657,0.7,Very Good,D,SI1,62.5,63.0,5.7,5.63,3.54
6658,0.3,Ideal,E,VVS1,62.1,57.0,4.27,4.29,2.66
6659,0.45,Ideal,G,VVS2,61.8,57.0,4.9,4.94,3.04
6660,1.01,Premium,G,SI1,61.3,59.0,6.48,6.44,3.96
6661,1.01,Premium,G,SI2,61.8,58.0,6.39,6.36,3.94
6662,1.53,Premium,G,VVS2,62.5,60.0,7.31,7.34,4.58
6663,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55
6664,1.33,Very Good,J,VS1,61.7,55.0,7.07,7.12,4.38
6665,0.41,Very Good,D,VS1,61.7,58.0,4.76,4.8,2.95
6666,1.0,Very Good,H,SI1,61.5,59.0,6.35,6.4,3.92
6667,0.7,Premium,G,IF,60.0,59.0,5.75,5.79,3.46
6668,1.5,Ideal,H,VS1,61.2,56.0,7.39,7.4,4.52
6669,0.74,Ideal,D,VS1,61.7,55.0,5.79,5.85,3.59
6670,1.57,Premium,D,SI1,62.3,59.0,7.44,7.39,4.62
6671,1.6,Premium,H,SI2,59.4,59.0,7.55,7.6,4.5
6672,0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71
6673,2.02,Premium,H,SI2,61.7,61.0,8.14,8.08,5.01
6674,0.51,Ideal,D,VS2,61.8,55.0,5.18,5.15,3.19
6675,2.01,Good,F,SI2,62.9,58.0,7.89,8.01,5.0
6676,1.0,Good,H,VS1,60.2,63.0,6.43,6.47,3.88
6677,1.14,Ideal,H,SI1,60.3,57.0,6.79,6.85,4.11
6678,0.3,Premium,D,VS2,60.5,58.0,4.35,4.38,2.64
6679,1.01,Good,E,SI1,63.7,58.0,6.36,6.32,4.04
6680,0.7,Premium,G,SI1,59.0,62.0,5.77,5.75,3.4
6681,1.0,Good,J,SI2,57.8,61.0,6.54,6.58,3.79
6682,0.71,Very Good,E,VS1,63.2,60.0,5.63,5.6,3.55
6683,0.7,Very Good,H,VS2,57.9,62.0,5.8,5.9,3.39
6684,0.51,Good,H,SI2,56.7,60.0,5.38,5.35,3.04
6685,2.65,Premium,G,SI2,62.0,61.0,8.82,8.75,5.45
6686,1.01,Very Good,I,SI1,60.9,59.0,6.39,6.45,3.91
6687,0.3,Premium,F,VVS2,61.0,59.0,4.33,4.3,2.63
6688,1.01,Ideal,E,VS1,61.5,56.0,6.45,6.49,3.98
6689,0.58,Ideal,F,VVS2,61.9,56.0,5.35,5.38,3.32
6690,1.56,Premium,F,SI2,63.0,58.0,7.35,7.28,4.66
6691,0.7,Fair,I,I1,66.3,63.0,5.58,5.43,3.66
6692,0.31,Ideal,G,VVS2,62.0,56.0,4.33,4.35,2.69
6693,1.73,Premium,G,VS2,61.6,58.0,7.74,7.71,4.76
6694,0.53,Ideal,G,VS2,60.9,57.0,5.25,5.26,3.2
6695,1.01,Very Good,D,SI1,62.4,58.0,6.39,6.47,4.01
6696,0.3,Ideal,I,VS1,61.6,56.0,4.31,4.36,2.67
6697,0.71,Very Good,I,VS1,59.0,57.0,5.85,5.88,3.46
6698,1.14,Very Good,H,SI1,62.9,59.0,6.62,6.64,4.17
6699,0.31,Good,I,VS1,63.8,56.0,4.27,4.32,2.74
6700,0.59,Premium,F,VS2,61.5,58.0,5.45,5.41,3.34
6701,0.32,Premium,H,VS2,62.7,58.0,4.33,4.35,2.72
6702,0.3,Very Good,E,VS1,61.4,59.0,4.32,4.28,2.64
6703,0.3,Premium,D,SI1,62.7,60.0,4.23,4.26,2.66
6704,0.36,Ideal,F,SI1,61.5,57.0,4.55,4.59,2.81
6705,0.4,Ideal,F,VVS2,62.0,56.0,4.73,4.76,2.94
6706,0.57,Premium,E,SI2,61.0,60.0,5.32,5.36,3.26
6707,0.73,Premium,G,VS2,60.7,58.0,5.82,5.87,3.55
6708,1.0,Ideal,F,VVS2,61.3,56.0,6.44,6.41,3.94
6709,0.33,Premium,D,VS2,60.7,58.0,4.46,4.5,2.72
6710,0.31,Good,J,SI1,63.5,55.0,4.3,4.33,2.74
6711,0.24,Very Good,F,VVS1,59.2,59.0,4.04,4.07,2.4
6712,0.5,Very Good,D,VS1,62.3,60.0,5.07,5.1,3.17
6713,0.27,Ideal,H,VS2,60.5,57.0,4.17,4.19,2.53
6714,0.55,Ideal,E,VS2,62.0,55.0,5.28,5.24,3.26
6715,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9
6716,0.81,Fair,I,VS2,64.6,59.0,5.83,5.78,3.75
6717,0.58,Very Good,F,VVS2,62.6,56.0,5.37,5.27,3.33
6718,1.02,Very Good,D,VS2,62.9,60.0,6.37,6.42,4.02
6719,1.22,Premium,H,VS2,61.4,62.0,6.92,6.76,4.22
6720,0.4,Ideal,F,VS2,62.7,56.0,4.73,4.77,2.98
6721,0.75,Good,E,VS2,59.7,65.0,5.85,5.8,3.48
6722,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04
6723,0.32,Ideal,F,IF,60.9,56.0,4.42,4.44,2.7
6724,0.34,Very Good,G,VS1,62.2,55.0,4.48,4.52,2.8
6725,0.7,Very Good,E,SI1,61.3,61.0,5.66,5.7,3.48
6726,0.3,Ideal,H,VVS1,61.9,57.0,4.3,4.33,2.67
6727,1.01,Good,G,SI2,59.3,62.0,6.51,6.58,3.88
6728,1.05,Good,H,VS1,63.3,57.0,6.4,6.45,4.07
6729,0.3,Ideal,G,VVS1,61.6,58.0,4.31,4.32,2.66
6730,0.7,Ideal,D,SI2,60.6,57.0,5.74,5.77,3.49
6731,0.31,Premium,H,VS1,59.9,60.0,4.45,4.4,2.65
6732,0.72,Good,G,SI1,64.0,59.0,5.63,5.59,3.59
6733,0.74,Premium,E,SI2,61.3,59.0,5.83,5.78,3.56
6734,1.06,Premium,J,SI2,61.3,60.0,6.59,6.52,4.02
6735,1.03,Very Good,G,SI1,59.4,60.0,6.61,6.66,3.94
6736,2.1,Ideal,I,SI1,60.8,60.0,8.24,8.35,5.04
6737,0.41,Good,G,VVS1,63.6,56.0,4.72,4.74,3.01
6738,1.08,Ideal,F,SI1,62.7,57.0,6.53,6.57,4.11
6739,0.44,Very Good,E,SI2,63.2,59.0,4.85,4.8,3.05
6740,0.57,Very Good,E,VVS2,59.6,58.0,5.39,5.41,3.22
6741,0.28,Ideal,E,VVS1,61.2,54.0,4.24,4.26,2.6
6742,1.53,Premium,H,VS2,60.1,58.0,7.57,7.6,4.71
6743,0.22,Premium,F,SI1,61.7,60.0,3.9,3.85,2.39
6744,1.03,Ideal,D,VVS2,62.0,56.0,6.46,6.55,4.03
6745,1.0,Good,E,VS2,60.6,65.0,6.29,6.36,3.83
6746,1.01,Very Good,H,SI1,59.3,62.0,6.57,6.55,3.89
6747,1.12,Ideal,G,VS1,61.0,56.0,6.72,6.76,4.11
6748,0.91,Good,E,VS2,56.3,64.0,6.37,6.42,3.6
6749,0.45,Good,E,SI1,63.9,57.0,4.86,4.81,3.09
6750,0.9,Very Good,E,SI1,63.2,58.0,6.12,6.1,3.86
6751,1.01,Very Good,F,SI2,62.7,59.0,6.35,6.4,4.0
6752,0.3,Good,E,VS2,63.3,55.0,4.26,4.3,2.71
6753,1.02,Very Good,H,SI1,61.2,57.0,6.47,6.53,3.98
6754,1.02,Very Good,G,VVS2,63.1,59.0,6.45,6.38,4.05
6755,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04
6756,1.1,Ideal,H,SI1,60.2,56.0,6.82,6.74,4.08
6757,1.52,Very Good,I,SI1,62.7,59.0,7.26,7.34,4.58
6758,0.3,Good,G,IF,63.5,55.0,4.26,4.28,2.71
6759,0.72,Very Good,J,VS1,64.0,57.0,5.67,5.71,3.64
6760,1.2,Premium,F,SI1,61.0,62.0,6.96,6.81,4.2
6761,1.31,Ideal,H,VS2,61.8,57.0,7.02,7.06,4.35
6762,0.3,Premium,E,VS1,60.2,57.0,4.37,4.3,2.61
6763,0.3,Very Good,H,VS2,62.7,59.0,4.22,4.27,2.66
6764,0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65
6765,1.0,Very Good,G,VVS2,62.7,57.0,6.32,6.37,3.98
6766,0.78,Ideal,G,VS2,62.6,57.0,5.87,5.91,3.69
6767,0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02
6768,0.7,Ideal,F,VVS2,61.9,54.8,5.68,5.72,3.53
6769,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61
6770,0.75,Very Good,D,SI2,63.3,58.0,5.76,5.8,3.66
6771,1.33,Ideal,H,SI1,62.7,56.0,6.99,7.04,4.4
6772,0.31,Premium,D,SI2,60.1,60.0,4.41,4.38,2.64
6773,1.05,Very Good,E,SI1,59.7,57.0,6.63,6.71,3.98
6774,0.9,Premium,E,SI2,63.0,57.0,6.08,6.05,3.82
6775,0.51,Ideal,E,VVS1,61.9,54.0,5.11,5.17,3.18
6776,0.31,Very Good,H,VS2,58.9,61.0,4.43,4.46,2.62
6777,0.95,Ideal,H,SI2,59.3,59.0,6.42,6.46,3.82
6778,0.34,Ideal,D,SI1,62.7,56.0,4.48,4.45,2.8
6779,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43
6780,0.3,Ideal,I,VS1,62.5,54.0,4.29,4.32,2.69
6781,0.32,Ideal,D,VS2,61.5,56.0,4.42,4.39,2.71
6782,0.3,Ideal,I,SI1,62.5,58.0,4.25,4.29,2.67
6783,0.64,Very Good,D,SI1,62.3,58.0,5.49,5.53,3.43
6784,0.38,Ideal,E,VVS1,61.8,56.0,4.67,4.62,2.87
6785,0.5,Very Good,F,SI1,63.1,61.0,5.06,4.98,3.17
6786,1.52,Premium,H,VS1,61.4,58.0,7.44,7.3,4.55
6787,0.82,Ideal,G,VVS2,62.1,56.0,5.97,6.01,3.72
6788,0.38,Ideal,F,VS1,60.4,56.0,4.7,4.74,2.85
6789,1.23,Ideal,H,VS2,61.5,57.0,6.92,6.87,4.24
6790,0.41,Premium,F,VVS2,61.0,59.0,4.82,4.79,2.93
6791,1.53,Premium,H,SI2,62.5,59.0,7.4,7.36,4.61
6792,0.54,Premium,D,SI1,62.1,58.0,5.23,5.21,3.24
6793,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21
6794,1.18,Ideal,F,VVS2,60.6,55.0,6.84,6.88,4.16
6795,0.53,Ideal,F,VS1,61.7,56.0,5.2,5.22,3.21
6796,0.56,Ideal,F,VS2,60.0,57.0,5.36,5.38,3.22
6797,0.9,Premium,I,SI1,61.8,58.0,6.26,6.2,3.85
6798,0.3,Ideal,I,VS1,62.0,58.0,4.28,4.3,2.66
6799,0.31,Good,D,SI2,63.7,55.0,4.32,4.35,2.76
6800,0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49
6801,0.43,Good,D,SI1,63.4,55.0,4.78,4.84,3.05
6802,0.34,Ideal,E,VS1,61.2,55.0,4.52,4.56,2.77
6803,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67
6804,0.3,Ideal,G,VVS2,61.6,57.0,4.28,4.32,2.65
6805,0.4,Ideal,I,SI1,61.6,56.0,4.74,4.68,2.9
6806,1.02,Ideal,E,VVS2,61.5,57.0,6.55,6.5,4.01
6807,1.06,Good,G,VS1,63.4,57.0,6.45,6.48,4.1
6808,0.51,Fair,D,SI2,66.5,58.0,4.95,4.89,3.27
6809,0.3,Ideal,I,VS1,61.0,56.0,4.37,4.35,2.66
6810,0.31,Ideal,G,VVS2,60.9,56.0,4.4,4.43,2.69
6811,2.0,Fair,H,SI1,65.6,58.0,7.92,7.76,5.15
6812,2.2,Premium,H,SI2,58.2,59.0,8.52,8.47,4.94
6813,0.9,Fair,I,VS1,68.7,62.0,5.83,5.79,3.99
6814,1.01,Premium,F,VS2,60.9,58.0,6.47,6.41,3.92
6815,0.41,Premium,D,VS1,59.3,58.0,4.87,4.85,2.88
6816,0.36,Premium,G,VS1,62.2,59.0,4.53,4.57,2.83
6817,0.35,Premium,G,VVS2,62.2,58.0,4.54,4.49,2.81
6818,1.02,Premium,H,VS2,62.5,56.0,6.45,6.42,4.02
6819,0.33,Ideal,G,VS1,60.1,55.0,4.5,4.55,2.72
6820,0.44,Ideal,G,SI2,61.1,55.0,4.93,4.95,3.02
6821,0.35,Premium,D,VVS1,60.8,58.0,4.53,4.55,2.76
6822,1.52,Fair,H,SI1,65.3,58.0,7.14,7.1,4.65
6823,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79
6824,0.25,Very Good,F,VVS2,61.6,57.0,4.05,4.07,2.5
6825,0.33,Premium,H,VS2,61.7,59.0,4.42,4.39,2.72
6826,0.55,Premium,E,VS2,61.1,58.0,5.3,5.28,3.23
6827,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05
6828,0.5,Fair,F,VS1,62.9,68.0,5.02,4.96,3.14
6829,0.4,Ideal,G,SI1,61.3,55.0,4.72,4.81,2.92
6830,1.59,Ideal,J,VS1,62.1,55.0,7.47,7.51,4.65
6831,1.25,Premium,I,VS2,61.0,59.0,6.98,6.89,4.23
6832,0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17
6833,0.42,Premium,E,VS2,60.9,59.0,4.85,4.81,2.94
6834,1.09,Ideal,G,SI2,61.7,57.0,6.57,6.62,4.07
6835,0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63
6836,0.31,Ideal,F,VVS1,62.4,55.0,4.33,4.36,2.71
6837,0.34,Ideal,D,VVS1,61.5,56.0,4.47,4.5,2.76
6838,0.92,Ideal,G,SI1,62.6,56.0,6.21,6.19,3.88
6839,1.01,Ideal,G,IF,62.8,57.0,6.42,6.39,4.02
6840,0.71,Very Good,I,VS1,63.3,56.0,5.69,5.65,3.59
6841,0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09
6842,0.32,Ideal,D,VS1,60.3,57.0,4.42,4.44,2.67
6843,0.53,Premium,D,VS2,62.4,59.0,5.18,5.14,3.22
6844,0.55,Ideal,E,SI1,60.1,57.0,5.36,5.38,3.22
6845,0.55,Ideal,D,VS2,61.4,57.0,5.27,5.31,3.25
6846,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69
6847,0.72,Premium,E,VS2,63.0,55.0,5.79,5.61,3.59
6848,0.44,Ideal,G,VVS1,61.6,56.0,4.88,4.9,3.01
6849,0.5,Ideal,G,SI2,60.0,57.0,5.17,5.2,3.11
6850,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83
6851,0.29,Ideal,H,VS2,62.8,55.0,4.24,4.27,2.67
6852,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77
6853,2.11,Premium,J,VS2,59.9,60.0,8.36,8.41,5.02
6854,0.32,Ideal,D,SI2,61.8,55.0,4.42,4.38,2.72
6855,1.22,Premium,G,SI1,62.3,58.0,6.83,6.76,4.23
6856,0.83,Premium,G,VS1,58.8,58.0,6.2,6.15,3.63
6857,0.57,Premium,E,SI1,62.2,55.0,5.36,5.31,3.32
6858,0.31,Premium,E,VS2,60.8,58.0,4.37,4.35,2.65
6859,1.29,Ideal,H,SI1,61.6,57.0,7.0,6.95,4.3
6860,0.3,Ideal,G,IF,62.1,55.0,4.31,4.35,2.69
6861,0.6,Ideal,E,VS1,62.2,56.0,5.36,5.44,3.36
6862,1.01,Ideal,G,VS2,61.8,56.0,6.42,6.45,3.98
6863,0.57,Very Good,G,VS2,62.8,57.0,5.23,5.28,3.3
6864,0.58,Ideal,D,SI2,61.2,57.0,5.36,5.4,3.29
6865,0.57,Premium,D,SI1,58.9,59.0,5.46,5.41,3.2
6866,0.74,Ideal,H,SI1,62.1,56.0,5.86,5.84,3.63
6867,1.24,Very Good,H,SI1,62.4,58.0,6.93,6.82,4.29
6868,0.34,Premium,E,SI2,61.5,58.0,4.49,4.52,2.77
6869,0.71,Ideal,E,VS2,61.1,56.0,5.77,5.79,3.53
6870,0.25,Very Good,E,VVS2,62.2,57.0,4.02,4.12,2.53
6871,1.32,Very Good,J,SI2,61.7,60.0,6.95,7.01,4.31
6872,0.54,Premium,D,SI1,60.2,62.0,5.31,5.25,3.18
6873,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64
6874,0.5,Premium,F,VS2,61.4,59.0,5.12,5.1,3.14
6875,0.46,Premium,G,VS1,62.8,57.0,4.92,4.83,3.06
6876,0.31,Ideal,G,IF,62.1,54.0,4.38,4.41,2.73
6877,1.18,Premium,I,VS1,62.1,58.0,6.76,6.7,4.18
6878,1.02,Very Good,F,SI2,59.9,62.0,6.5,6.53,3.9
6879,2.01,Ideal,G,VS2,63.0,56.0,8.0,7.93,5.02
6880,0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87
6881,1.29,Very Good,I,VS2,61.3,58.0,6.98,7.04,4.3
6882,1.0,Good,D,SI2,64.5,59.0,6.25,6.31,4.05
6883,0.91,Ideal,J,VS1,60.7,57.0,6.23,6.26,3.79
6884,0.71,Very Good,G,VS2,61.9,62.0,5.69,5.72,3.53
6885,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68
6886,0.41,Very Good,E,VVS2,63.8,58.0,4.67,4.7,2.99
6887,1.23,Good,J,VS2,63.6,57.0,6.79,6.74,4.3
6888,1.54,Very Good,G,VS2,63.0,59.0,7.3,7.36,4.62
6889,1.62,Very Good,H,SI1,62.8,59.0,7.4,7.45,4.66
6890,2.03,Premium,H,SI2,58.1,59.0,8.36,8.31,4.86
6891,1.0,Good,J,SI1,59.5,61.0,6.46,6.52,3.86
6892,1.02,Fair,F,SI1,65.1,56.0,6.29,6.25,4.08
6893,1.3,Ideal,E,IF,62.3,54.0,6.97,7.03,4.36
6894,0.34,Premium,F,SI1,59.3,60.0,4.52,4.58,2.7
6895,1.02,Premium,D,VVS2,61.4,58.0,6.46,6.43,3.96
6896,0.56,Ideal,G,IF,62.0,56.0,5.28,5.33,3.29
6897,0.39,Ideal,E,I1,62.8,57.0,4.66,4.61,2.91
6898,0.98,Ideal,G,SI2,62.9,57.0,6.33,6.29,3.97
6899,0.25,Premium,E,VS1,61.5,60.0,4.04,4.02,2.48
6900,0.26,Good,H,VVS2,63.4,55.0,4.05,4.06,2.57
6901,0.33,Ideal,H,VVS2,61.9,55.0,4.45,4.47,2.76
6902,0.57,Premium,F,SI1,59.5,58.0,5.43,5.36,3.21
6903,0.58,Premium,G,SI1,62.4,60.0,5.34,5.3,3.32
6904,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91
6905,1.31,Premium,I,VS1,61.9,56.0,7.07,6.98,4.35
6906,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74
6907,0.31,Very Good,G,VS2,62.6,56.0,4.33,4.37,2.72
