index,carat,cut,color,clarity,depth,table,x,y,z,price
23341,0.3,Ideal,H,VS2,62.1,57.0,4.27,4.3,2.66,491
23342,0.41,Premium,E,VS1,62.0,57.0,4.77,4.74,2.95,1153
23343,0.3,Ideal,G,IF,62.6,57.0,4.28,4.32,2.69,895
23344,1.5,Good,H,VS2,63.9,59.0,7.25,7.18,4.61,8165
23345,0.92,Very Good,E,SI2,62.1,58.0,6.18,6.22,3.85,4011
23346,0.33,Premium,F,VS2,60.8,58.0,4.44,4.47,2.71,666
23347,1.43,Ideal,H,VVS2,61.6,54.0,7.25,7.29,4.48,10129
23348,0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,4255
23349,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,4872
23350,0.76,Fair,H,SI1,65.5,59.0,5.75,5.66,3.74,2193
23351,1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,4.12,5633
23352,0.41,Very Good,F,VS2,62.6,57.0,4.71,4.74,2.96,863
23353,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,738
23354,0.31,Premium,G,VS1,62.4,58.0,4.31,4.34,2.7,625
23355,0.38,Very Good,D,SI2,61.1,58.0,4.62,4.68,2.84,633
23356,0.91,Very Good,H,VS2,61.6,60.0,6.19,6.21,3.82,3887
23357,1.02,Ideal,D,IF,63.0,57.0,6.39,6.35,4.01,15575
23358,0.8,Ideal,D,VS1,62.4,56.0,5.94,5.98,3.72,4619
23359,0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71,3338
23360,0.81,Ideal,H,SI2,63.0,57.0,5.94,5.9,3.73,2313
23361,1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,5002
23362,0.52,Premium,I,VVS1,63.0,58.0,5.12,5.1,3.22,1619
23363,1.51,Very Good,I,VS1,61.8,63.0,7.34,7.28,4.52,9640
23364,0.51,Premium,G,VS2,62.7,58.0,5.12,5.09,3.2,1546
23365,0.32,Ideal,F,SI1,61.9,55.0,4.38,4.41,2.72,491
23366,1.51,Very Good,H,VS2,62.4,55.6,7.28,7.33,4.56,12108
23367,1.27,Very Good,H,VS2,62.6,57.0,6.91,6.95,4.34,7715
23368,0.38,Premium,G,VS2,59.3,59.0,4.71,4.74,2.8,766
23369,0.52,Ideal,F,VVS2,62.0,55.0,5.16,5.2,3.21,2168
23370,1.0,Very Good,F,VVS1,62.5,57.0,6.31,6.36,3.96,9201
23371,0.91,Good,F,SI2,63.9,56.0,6.11,6.06,3.89,3058
23372,0.4,Ideal,I,VS2,62.2,55.0,4.73,4.75,2.95,667
23373,0.31,Very Good,D,SI1,62.9,57.0,4.27,4.32,2.7,571
23374,0.71,Very Good,G,VVS2,61.2,58.0,5.68,5.72,3.49,3113
23375,0.31,Premium,J,VS2,62.5,60.0,4.36,4.31,2.71,488
23376,1.0,Good,I,VVS1,56.5,62.0,6.58,6.55,3.71,4445
23377,1.83,Very Good,F,SI1,63.2,56.0,7.78,7.73,4.9,11782
23378,1.22,Premium,F,VVS1,61.9,58.0,6.85,6.81,4.23,11830
23379,0.56,Fair,E,VVS2,57.3,60.0,5.5,5.57,3.17,2426
23380,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,7602
23381,2.02,Premium,I,VS2,59.6,60.0,8.2,8.25,4.9,16709
23382,1.11,Very Good,J,VS2,63.2,59.0,6.55,6.46,4.11,3730
23383,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,11696
23384,0.3,Ideal,I,SI2,61.0,59.0,4.3,4.33,2.63,405
23385,0.34,Ideal,D,VS1,61.4,57.0,4.49,4.54,2.77,780
23386,0.3,Premium,F,SI2,62.3,58.0,4.32,4.28,2.68,506
23387,0.36,Premium,D,VS2,61.0,59.0,4.57,4.61,2.8,852
23388,0.5,Very Good,H,VS2,62.3,57.0,5.03,5.12,3.16,1337
23389,1.51,Very Good,G,SI1,59.6,60.0,7.42,7.45,4.43,10576
23390,1.2,Very Good,F,VS2,62.4,58.0,6.76,6.8,4.23,7114
23391,0.27,Ideal,D,VVS2,62.3,57.0,4.15,4.13,2.58,799
23392,0.38,Ideal,G,SI2,62.0,55.0,4.66,4.69,2.9,532
23393,0.47,Good,E,SI1,60.2,64.0,5.1,5.04,3.05,987
23394,0.31,Ideal,F,VS2,61.3,55.0,4.35,4.39,2.68,591
23395,1.32,Good,J,SI1,63.5,57.0,6.95,6.98,4.42,4573
23396,0.41,Ideal,G,VS2,60.9,56.0,4.82,4.84,2.94,949
23397,0.56,Premium,E,VS2,61.8,59.0,5.34,5.27,3.28,1915
23398,0.3,Ideal,H,VS1,61.6,57.0,4.33,4.3,2.66,675
23399,0.23,Very Good,G,VVS1,60.2,59.0,4.0,4.01,2.41,415
23400,0.91,Good,I,SI1,64.2,59.0,5.98,6.05,3.86,2676
23401,0.4,Ideal,E,VS2,62.9,55.0,4.74,4.73,2.98,975
23402,0.51,Ideal,D,SI1,61.6,56.0,5.12,5.1,3.15,1687
23403,0.26,Ideal,H,VS2,62.1,55.0,4.08,4.1,2.54,434
23404,0.63,Very Good,F,VS1,59.2,57.0,5.56,5.66,3.32,2149
23405,0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43,2839
23406,0.53,Ideal,E,VS2,62.5,57.0,5.16,5.18,3.23,1607
23407,2.4,Ideal,J,SI1,60.6,57.0,8.62,8.76,5.26,16274
23408,0.4,Very Good,D,SI2,63.0,59.0,4.64,4.69,2.94,622
23409,0.43,Premium,G,VS2,61.1,59.0,4.83,4.86,2.96,867
23410,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,17009
23411,0.39,Ideal,J,VS2,61.4,57.0,4.72,4.66,2.88,746
23412,1.5,Premium,D,SI1,62.4,58.0,7.31,7.27,4.55,12179
23413,0.53,Ideal,J,SI1,61.4,56.0,5.2,5.23,3.2,1042
23414,0.35,Ideal,H,IF,60.5,56.0,4.59,4.56,2.77,984
23415,1.61,Good,H,SI2,63.8,62.0,7.35,7.38,4.7,9005
23416,0.83,Ideal,E,VS2,61.8,57.0,6.04,6.03,3.73,3625
23417,1.01,Ideal,G,SI2,61.5,57.0,6.5,6.42,3.97,4299
23418,0.72,Good,H,SI2,65.8,59.0,5.51,5.58,3.65,1945
23419,0.33,Very Good,D,SI2,63.3,53.0,4.42,4.39,2.79,631
23420,0.36,Very Good,E,VS2,59.8,62.0,4.56,4.61,2.74,789
23421,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,3696
23422,1.06,Very Good,F,IF,60.6,56.0,6.62,6.69,4.03,9433
23423,1.01,Good,I,SI1,58.4,64.0,6.51,6.48,3.79,3394
23424,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,923
23425,0.32,Ideal,H,IF,61.6,54.0,4.41,4.49,2.74,814
23426,0.73,Premium,F,VS2,58.9,60.0,5.9,5.81,3.45,2446
23427,0.38,Ideal,G,VS2,62.1,54.5,4.64,4.69,2.9,768
23428,0.33,Very Good,D,VS1,60.1,59.0,4.46,4.49,2.69,696
23429,0.31,Ideal,G,VVS2,61.5,56.0,4.38,4.4,2.7,687
23430,0.34,Good,H,VS2,63.7,57.0,4.42,4.44,2.82,537
23431,1.5,Good,G,SI1,60.2,61.0,7.27,7.32,4.39,9892
23432,0.8,Premium,H,SI1,62.5,59.0,5.96,5.91,3.71,2553
23433,0.71,Ideal,G,VS1,61.0,56.0,5.77,5.8,3.53,3251
23434,2.03,Ideal,H,SI2,61.8,56.0,8.1,8.15,5.02,15143
23435,0.9,Good,F,VS2,63.3,57.0,6.11,6.15,3.88,4432
23436,1.13,Premium,G,VS2,62.7,57.0,6.67,6.61,4.16,6379
23437,0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,1163
23438,1.09,Premium,G,SI1,62.5,59.0,6.56,6.53,4.09,4322
23439,0.5,Premium,J,SI1,60.7,58.0,5.13,5.11,3.11,1125
23440,0.41,Very Good,G,VS1,60.7,58.0,4.79,4.83,2.92,899
23441,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,985
23442,0.36,Ideal,D,VS2,61.5,57.0,4.56,4.58,2.81,852
23443,0.32,Very Good,G,VVS2,61.5,54.0,4.4,4.42,2.71,672
23444,0.41,Premium,D,VVS1,62.2,58.0,4.71,4.77,2.95,1349
23445,0.7,Very Good,E,VS1,61.9,61.0,5.59,5.65,3.48,3235
23446,0.37,Premium,F,VS2,60.5,59.0,4.67,4.62,2.81,894
23447,1.31,Premium,I,SI1,62.0,58.0,7.01,6.98,4.34,5282
23448,0.3,Premium,H,VS1,63.0,59.0,4.27,4.21,2.67,675
23449,2.4,Ideal,I,SI2,62.8,57.0,8.52,8.49,5.34,11988
23450,0.51,Ideal,D,SI1,61.0,56.0,5.15,5.17,3.15,1431
23451,0.31,Premium,G,VS2,61.2,58.0,4.37,4.32,2.66,698
23452,0.32,Ideal,E,VS2,60.8,55.0,4.49,4.42,2.71,900
23453,0.35,Ideal,G,VS1,60.5,57.0,4.58,4.55,2.76,906
23454,1.12,Premium,I,VS1,62.2,59.0,6.66,6.59,4.12,5058
23455,0.41,Good,J,VS2,64.3,55.0,4.7,4.66,3.01,784
23456,1.26,Ideal,I,VS2,62.6,55.0,6.96,6.91,4.34,6350
23457,1.47,Very Good,H,SI2,62.6,58.0,7.17,7.24,4.51,7438
23458,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,4979
23459,0.35,Ideal,F,VS2,61.9,54.0,4.54,4.5,2.8,906
23460,0.32,Ideal,G,SI1,61.3,56.0,4.42,4.39,2.7,612
23461,0.9,Very Good,E,SI2,62.2,54.0,6.13,6.21,3.84,3715
23462,0.43,Premium,G,SI1,62.3,59.0,4.81,4.79,2.99,968
23463,1.7,Very Good,H,VS2,61.8,59.0,7.58,7.66,4.71,12257
23464,0.57,Very Good,G,VS2,60.7,58.0,5.31,5.37,3.24,1565
23465,1.0,Fair,D,SI1,65.9,54.0,6.24,6.2,4.1,4704
23466,0.31,Ideal,F,VVS1,62.1,56.0,4.38,4.35,2.71,959
23467,0.8,Very Good,F,SI1,63.1,58.0,5.89,5.93,3.73,3093
23468,1.01,Premium,F,VS2,60.7,60.0,6.51,6.58,3.97,6159
23469,1.02,Very Good,G,VS2,60.5,60.0,6.53,6.49,3.94,6906
23470,0.89,Ideal,F,VS2,61.5,55.0,6.18,6.21,3.81,4854
23471,0.53,Ideal,I,SI1,61.6,56.6,5.19,5.21,3.21,1127
23472,0.9,Good,E,VS2,63.7,58.0,6.06,6.09,3.87,3948
23473,0.4,Ideal,J,VS1,61.5,58.0,4.73,4.76,2.92,633
23474,2.19,Premium,J,SI2,61.8,60.0,8.35,8.25,5.13,13355
23475,0.36,Very Good,D,SI1,62.8,57.0,4.51,4.54,2.84,619
23476,0.58,Ideal,G,VVS2,61.6,56.0,5.37,5.4,3.31,2135
23477,0.72,Good,F,VS1,59.4,61.0,5.82,5.89,3.48,2897
23478,0.33,Premium,G,VVS2,61.7,59.0,4.42,4.39,2.72,965
23479,0.91,Premium,F,SI2,59.1,60.0,6.36,6.3,3.74,3845
23480,0.91,Ideal,I,VS1,61.9,56.0,6.2,6.23,3.85,4022
23481,0.71,Very Good,J,SI2,60.7,61.0,5.75,5.81,3.51,1805
23482,1.39,Very Good,I,I1,62.6,57.0,7.1,7.15,4.46,3914
23483,1.0,Good,I,SI2,63.9,60.0,6.3,6.26,4.01,3528
23484,1.01,Ideal,D,VVS2,62.3,53.0,6.4,6.47,4.02,11082
23485,1.01,Premium,I,SI2,62.1,59.0,6.42,6.39,3.98,3971
23486,1.07,Ideal,G,VS2,62.3,57.0,6.58,6.54,4.09,6558
23487,0.3,Good,G,VVS2,63.1,56.0,4.2,4.23,2.66,684
23488,1.51,Very Good,H,SI2,60.8,56.0,7.41,7.46,4.52,8372
23489,0.3,Ideal,E,VS2,62.4,56.0,4.33,4.26,2.68,844
23490,1.55,Very Good,E,SI2,59.5,56.0,7.56,7.59,4.51,9557
23491,2.0,Good,D,VS2,63.7,60.0,7.88,7.81,5.0,17760
23492,0.31,Premium,H,VS1,61.1,59.0,4.35,4.36,2.66,544
23493,0.24,Very Good,E,VVS1,60.3,61.0,4.03,4.06,2.44,521
23494,1.29,Ideal,H,SI1,62.6,56.0,6.96,6.93,4.35,6424
23495,0.75,Premium,G,VVS2,62.5,56.0,5.84,5.78,3.63,3486
23496,0.9,Ideal,G,VVS1,62.9,56.0,6.11,6.19,3.87,6237
23497,0.51,Very Good,I,SI1,63.1,56.0,5.14,5.06,3.22,1052
23498,1.01,Very Good,G,VS1,60.9,60.0,6.47,6.43,3.93,6669
23499,1.01,Ideal,I,I1,61.5,57.0,6.45,6.46,3.97,2844
23500,1.11,Ideal,H,SI1,62.5,56.0,6.65,6.63,4.15,5395
23501,2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44,16717
23502,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,839
23503,0.31,Ideal,G,SI2,62.2,54.0,4.36,4.39,2.72,436
23504,0.35,Ideal,H,VVS1,61.5,57.0,4.53,4.54,2.79,798
23505,1.01,Very Good,E,SI1,59.6,61.0,6.47,6.51,3.87,5411
23506,0.3,Ideal,H,VVS2,61.1,55.0,4.32,4.36,2.65,605
23507,0.44,Ideal,G,VVS2,61.8,56.0,4.9,4.94,3.04,1081
23508,0.3,Very Good,E,SI1,61.8,60.0,4.23,4.28,2.63,526
23509,0.33,Premium,H,VS1,59.5,59.0,4.53,4.48,2.68,743
23510,0.3,Premium,D,VS2,60.6,58.0,4.32,4.36,2.63,710
23511,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3673
23512,0.35,Ideal,G,SI1,61.3,56.0,4.56,4.54,2.79,669
23513,1.22,Premium,I,SI2,61.5,61.0,6.89,6.83,4.22,4735
23514,0.71,Ideal,E,VS1,61.1,57.0,5.74,5.78,3.52,4053
23515,0.33,Ideal,D,SI2,62.0,57.0,4.45,4.46,2.76,492
23516,0.44,Ideal,D,VVS1,61.0,57.0,4.91,4.93,3.0,2290
23517,2.05,Ideal,J,VVS2,62.7,56.0,8.18,8.11,5.11,17214
23518,0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360
23519,1.25,Premium,J,SI1,61.8,55.0,6.91,6.82,4.24,5607
23520,0.9,Very Good,D,SI1,62.4,63.0,6.15,6.18,3.85,4068
23521,0.9,Premium,H,SI1,62.6,58.0,6.12,6.08,3.82,3387
23522,1.11,Ideal,E,SI2,61.2,55.0,6.68,6.72,4.1,5262
23523,0.79,Very Good,I,SI1,61.8,60.0,5.92,5.96,3.67,2296
23524,0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,2633
23525,1.0,Ideal,D,SI1,61.9,57.0,6.39,6.41,3.96,5804
23526,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,646
23527,0.7,Premium,F,SI2,58.4,61.0,5.86,5.79,3.4,1966
23528,0.35,Ideal,E,VS1,61.1,55.0,4.56,4.58,2.79,773
23529,0.54,Ideal,G,VS2,60.4,57.0,5.33,5.26,3.2,1637
23530,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,17893
23531,0.24,Very Good,E,VVS2,62.5,58.0,3.96,4.01,2.49,485
23532,0.36,Ideal,F,IF,61.7,55.0,4.58,4.62,2.84,1210
23533,0.3,Ideal,E,VVS1,61.1,56.0,4.38,4.36,2.67,982
23534,0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1082
23535,0.83,Premium,F,VS2,61.9,58.0,6.05,6.01,3.73,3408
23536,2.03,Very Good,I,VS1,63.2,60.0,8.01,7.98,5.05,15086
23537,1.01,Very Good,E,VS2,63.3,56.0,6.34,6.37,4.02,6522
23538,0.71,Premium,E,SI2,62.6,58.0,5.7,5.67,3.56,2450
23539,0.65,Very Good,G,VS2,63.2,57.0,5.54,5.47,3.48,2009
23540,0.55,Ideal,D,VS2,61.0,56.0,5.31,5.28,3.23,1768
23541,0.72,Fair,J,SI2,66.1,55.0,5.51,5.56,3.66,1762
23542,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2871
23543,0.5,Fair,E,SI2,58.0,67.0,5.26,5.17,3.02,851
23544,0.42,Ideal,E,VS2,61.7,56.0,4.8,4.82,2.97,958
23545,0.4,Ideal,D,VS2,62.3,57.0,4.72,4.75,2.95,982
23546,0.74,Ideal,F,SI2,61.9,56.0,5.81,5.85,3.61,2623
23547,2.01,Premium,J,SI1,60.3,56.0,8.02,7.96,4.82,11188
23548,0.35,Ideal,E,VS2,62.2,56.0,4.53,4.51,2.81,984
23549,0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
23550,0.72,Very Good,G,VS2,62.0,56.0,5.75,5.77,3.57,2578
23551,0.73,Premium,E,SI2,60.8,60.0,5.87,5.78,3.54,2409
23552,1.02,Very Good,E,VS2,60.0,59.0,6.54,6.59,3.94,6915
23553,1.53,Ideal,I,SI2,61.3,59.0,7.42,7.39,4.54,8062
23554,0.47,Very Good,F,VVS2,60.9,59.0,4.99,5.03,3.05,1418
23555,1.51,Very Good,G,VS1,60.2,63.0,7.36,7.39,4.44,12317
23556,0.5,Premium,I,VVS1,62.8,61.0,5.05,4.98,3.15,1556
23557,0.45,Good,F,VS1,60.1,61.8,4.96,4.98,2.99,1262
23558,1.23,Premium,G,SI2,62.8,59.0,6.76,6.72,4.23,4426
23559,0.83,Ideal,F,SI1,60.7,57.0,6.02,6.1,3.68,3290
23560,2.72,Ideal,J,SI2,62.1,56.0,8.97,8.93,5.56,17801
23561,1.25,Ideal,E,VS2,60.7,56.0,6.97,6.99,4.24,11422
23562,1.26,Premium,J,VS2,62.0,60.0,7.0,6.86,4.3,5173
23563,1.12,Very Good,G,SI2,63.3,58.0,6.7,6.63,4.22,4478
23564,1.27,Ideal,G,VS2,62.8,54.0,6.92,6.87,4.33,8705
23565,0.5,Good,G,VVS2,63.6,57.0,5.04,5.08,3.22,1764
23566,0.3,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,886
23567,2.02,Very Good,J,VS2,59.3,60.0,8.28,8.34,4.93,13693
23568,0.52,Ideal,G,VS1,61.1,55.0,5.15,5.19,3.16,1689
23569,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,413
23570,0.5,Premium,H,SI1,62.9,58.0,5.04,5.01,3.16,1172
23571,0.32,Ideal,E,VS2,62.1,56.0,4.43,4.4,2.74,900
23572,0.38,Ideal,I,VVS2,63.4,53.0,4.61,4.63,2.93,809
23573,0.4,Ideal,G,IF,61.4,55.0,4.76,4.79,2.93,1333
23574,0.7,Premium,D,SI1,62.8,60.0,5.68,5.66,3.56,2782
23575,0.32,Premium,F,VS2,61.2,59.0,4.42,4.4,2.7,828
23576,0.31,Very Good,I,VS2,62.3,57.0,4.32,4.35,2.7,435
23577,0.46,Ideal,E,VS1,61.7,56.0,4.95,5.0,3.07,1834
23578,0.79,Premium,G,SI1,61.2,56.0,6.0,5.96,3.66,3539
23579,1.26,Premium,E,SI2,60.3,60.0,7.0,6.94,4.2,5058
23580,1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071
23581,1.04,Very Good,G,VS2,61.1,56.0,6.54,6.56,4.01,6334
23582,0.73,Premium,F,SI1,60.6,59.0,5.81,5.77,3.51,2190
23583,1.22,Ideal,G,VS1,61.3,56.0,6.93,6.88,4.23,8313
23584,0.5,Very Good,F,VVS2,60.4,61.0,5.12,5.14,3.1,1778
23585,0.35,Very Good,G,IF,59.1,59.0,4.59,4.62,2.72,1044
23586,0.54,Ideal,G,VVS2,62.1,56.0,5.22,5.19,3.23,2090
23587,0.91,Ideal,H,SI2,60.6,57.0,6.3,6.26,3.81,3854
23588,0.56,Very Good,E,IF,61.0,59.0,5.28,5.34,3.24,2833
23589,0.5,Very Good,F,SI1,63.2,57.0,5.03,5.06,3.19,1220
23590,1.01,Premium,G,VVS2,62.0,56.0,6.49,6.41,4.0,6670
23591,1.28,Ideal,J,VS2,62.8,57.0,6.93,6.87,4.33,5795
23592,0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,2270
23593,0.46,Premium,F,VS1,60.5,58.0,5.02,4.97,3.02,1432
23594,0.3,Ideal,I,SI1,61.7,57.0,4.3,4.32,2.66,422
23595,0.48,Ideal,G,IF,61.6,54.0,5.03,5.1,3.12,1859
23596,0.56,Very Good,E,VS2,62.1,57.0,5.27,5.3,3.28,1819
23597,1.51,Fair,H,VS2,65.6,56.0,7.08,4.7,4.0,7188
23598,0.73,Fair,I,VVS2,64.4,59.0,5.65,5.62,3.63,2351
23599,0.42,Good,E,SI1,63.4,56.0,4.74,4.82,3.03,773
23600,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3257
23601,0.43,Very Good,G,SI1,62.7,56.0,4.8,4.83,3.02,754
23602,0.5,Very Good,E,VVS2,62.0,55.0,5.08,5.11,3.16,2105
23603,0.79,Premium,D,SI1,61.4,59.0,5.89,5.96,3.64,3112
23604,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01,3569
23605,2.0,Very Good,H,SI1,62.2,57.0,7.97,8.08,4.99,15745
23606,0.31,Good,D,SI1,63.3,59.0,4.24,4.29,2.7,502
23607,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2893
23608,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,683
23609,1.06,Ideal,G,VS1,61.7,55.0,6.53,6.56,4.04,8093
23610,0.52,Ideal,G,VS1,60.4,57.0,5.21,5.24,3.16,1887
23611,0.52,Ideal,G,VVS2,61.3,56.0,5.18,5.2,3.18,1897
23612,1.5,Premium,H,VS2,61.8,59.0,7.3,7.35,4.53,11360
23613,1.2,Premium,J,VS1,62.0,59.0,6.77,6.72,4.18,4704
23614,1.05,Ideal,H,SI2,61.9,56.0,6.49,6.56,4.04,4504
23615,1.35,Very Good,I,VS2,61.7,59.0,7.05,7.09,4.36,6884
23616,0.6,Very Good,D,SI1,60.3,58.0,5.44,5.51,3.3,1777
23617,0.7,Good,H,SI2,64.2,58.0,5.56,5.6,3.58,1697
23618,0.32,Ideal,F,VS2,63.0,57.0,4.37,4.33,2.74,773
23619,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,919
23620,1.01,Good,E,SI2,63.7,58.0,6.36,6.32,4.04,4751
23621,0.36,Ideal,D,SI1,62.5,56.0,4.57,4.55,2.85,851
23622,1.07,Premium,E,SI2,60.5,59.0,6.59,6.67,4.01,4284
23623,1.53,Fair,J,VS2,64.7,58.0,7.24,7.22,4.68,6659
23624,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,7018
23625,0.73,Very Good,G,VS1,60.7,57.0,5.76,5.83,3.52,2939
23626,1.01,Fair,E,SI2,64.6,59.0,6.22,6.18,4.01,3294
23627,0.3,Ideal,D,VS2,60.8,57.0,4.31,4.34,2.63,710
23628,1.52,Ideal,J,SI1,61.9,57.0,7.33,7.37,4.55,7356
23629,0.43,Ideal,G,SI1,62.9,55.0,4.87,4.83,3.05,968
23630,1.13,Premium,I,VS2,60.2,61.0,6.74,6.71,4.05,4430
23631,1.52,Fair,H,SI1,61.2,60.0,7.39,7.29,4.49,8818
23632,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
23633,0.34,Ideal,E,IF,61.7,56.0,4.48,4.46,2.76,1243
23634,1.02,Very Good,H,VS2,62.5,56.0,6.42,6.45,4.02,5217
23635,0.32,Premium,G,SI1,60.5,59.0,4.43,4.39,2.67,612
23636,1.24,Ideal,G,VVS1,62.1,56.0,6.86,6.91,4.28,11503
23637,0.32,Good,D,SI1,63.7,55.0,4.38,4.35,2.78,756
23638,0.51,Premium,F,VS1,61.4,58.0,5.15,5.18,3.17,1744
23639,0.5,Premium,G,VS1,59.9,59.0,5.12,5.16,3.08,1624
23640,2.44,Very Good,J,VS2,58.1,60.0,8.89,8.93,5.18,18430
23641,0.3,Good,D,VS2,63.1,58.0,4.26,4.3,2.7,568
23642,1.01,Premium,G,VS1,62.7,58.0,6.36,6.31,3.97,6335
23643,0.72,Ideal,G,VVS2,62.0,55.0,5.72,5.76,3.56,3352
23644,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,3780
23645,0.27,Ideal,E,VVS2,62.2,55.0,4.17,4.12,2.58,799
23646,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1358
23647,1.71,Very Good,I,SI1,62.4,59.0,7.63,7.6,4.75,10681
23648,0.92,Fair,F,SI2,65.1,58.0,6.12,6.07,3.97,3282
23649,1.16,Ideal,G,VS2,62.3,57.0,6.66,6.72,4.17,7074
23650,0.31,Very Good,F,SI1,63.1,55.0,4.34,4.28,2.72,663
23651,0.3,Ideal,E,VVS2,61.9,59.0,4.27,4.3,2.65,766
23652,0.26,Very Good,F,VS2,59.0,59.0,4.19,4.25,2.49,453
23653,0.73,Good,E,SI1,57.9,55.0,6.0,5.96,3.46,2749
23654,0.39,Ideal,G,IF,60.1,57.0,4.74,4.77,2.85,1624
23655,0.9,Ideal,G,VS2,62.6,57.0,6.14,6.2,3.86,4269
23656,1.51,Premium,E,VS1,62.7,58.0,7.25,7.33,4.57,16518
23657,0.36,Ideal,E,VS2,62.8,56.0,4.54,4.51,2.84,1013
23658,1.24,Premium,F,VS2,62.2,58.0,6.89,6.84,4.27,9411
23659,1.27,Premium,I,SI1,60.9,59.0,6.94,6.99,4.24,5588
23660,1.21,Premium,H,SI2,58.8,60.0,6.99,6.95,4.1,6098
23661,0.95,Ideal,H,SI1,61.9,56.0,6.29,6.35,3.91,4508
23662,0.4,Ideal,G,IF,62.0,57.0,4.73,4.75,2.94,1193
23663,1.17,Premium,F,SI2,59.6,60.0,6.88,6.85,4.09,4324
23664,0.9,Ideal,E,SI1,61.9,54.0,6.19,6.22,3.84,5373
23665,0.91,Very Good,G,VS1,63.4,54.0,6.24,6.07,3.9,4209
23666,1.0,Premium,I,VS1,60.3,62.0,6.46,6.41,3.88,3763
23667,1.02,Very Good,D,VS2,59.8,61.0,6.54,6.61,3.93,6785
23668,0.5,Very Good,G,SI1,62.6,56.0,5.06,5.1,3.18,1197
23669,0.3,Ideal,G,VS1,59.9,56.0,4.41,4.37,2.63,776
23670,0.35,Very Good,H,SI1,61.0,62.0,4.52,4.56,2.77,491
23671,1.6,Premium,F,SI2,61.1,58.0,7.57,7.53,4.61,9229
23672,1.23,Ideal,H,VS1,60.6,57.0,6.94,6.98,4.22,7803
23673,0.33,Ideal,E,VS1,62.3,53.8,4.42,4.44,2.76,771
23674,2.03,Fair,G,I1,66.3,56.0,7.81,7.75,5.16,6377
23675,0.51,Very Good,E,VS2,63.1,55.0,5.13,5.1,3.23,1662
23676,0.4,Ideal,G,SI2,60.4,56.0,4.78,4.82,2.9,745
23677,0.3,Ideal,F,VS2,62.7,57.0,4.31,4.27,2.69,776
23678,1.01,Premium,G,VS2,61.2,58.0,6.49,6.46,3.96,5864
23679,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47,2312
23680,0.53,Ideal,D,VVS1,61.6,55.0,5.21,5.27,3.23,3097
23681,0.71,Premium,G,VS1,62.2,59.0,5.73,5.66,3.54,2825
23682,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,888
23683,0.5,Ideal,F,VS1,61.4,58.0,5.07,5.12,3.13,1601
23684,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3754
23685,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3046
23686,1.66,Ideal,F,SI2,62.6,59.0,7.53,7.57,4.73,10338
